,inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows,label
598,198.18.0.1,59244,198.18.0.33,443,192.168.5.2,59245,221.5.100.174,2011,198.18.0.1,59244,198.18.0.33,443,98,55123,64,17.677078,38.665079,15,lh3.googleusercontent.com,192.168.5.2,59245,221.5.100.174,2011,88,57226,60,17.675271,38.704746,15,upload
599,198.18.0.1,59246,198.18.0.38,443,192.168.5.2,59247,221.5.100.174,2011,198.18.0.1,59246,198.18.0.38,443,78,17963,65,17.743802,38.599748000000005,25,content-autofill.googleapis.com,192.168.5.2,59247,221.5.100.174,2011,78,37469,61,17.742145,38.639108,25,upload
600,198.18.0.1,59250,198.18.0.41,443,192.168.5.2,59251,221.5.100.174,2011,198.18.0.1,59250,198.18.0.41,443,34,7107,67,18.182301,38.160026,9,play.google.com,192.168.5.2,59251,221.5.100.174,2011,36,12383,63,18.180648,38.197986,9,upload
601,198.18.0.1,59259,198.18.0.28,443,192.168.5.2,59260,221.5.100.174,2011,198.18.0.1,59259,198.18.0.28,443,7790,6127908,70,24.708282,31.632959,85,drive.google.com,192.168.5.2,59260,221.5.100.174,2011,3269,3183824,67,24.707253,31.669445,85,upload
602,198.18.0.1,59263,198.18.0.85,443,192.168.5.2,59264,221.5.100.174,2011,198.18.0.1,59263,198.18.0.85,443,45,20737,72,25.068568,31.272779,7,accounts.google.com.hk,192.168.5.2,59264,221.5.100.174,2011,44,23349,69,25.066724,31.310094,7,upload
603,198.18.0.1,59265,198.18.0.30,443,192.168.5.2,59266,221.5.100.174,2011,198.18.0.1,59265,198.18.0.30,443,475,350720,73,26.26173,30.080056,17,apis.google.com,192.168.5.2,59266,221.5.100.174,2011,233,214255,70,26.260288,30.11651,17,upload
604,198.18.0.1,59267,198.18.0.35,443,192.168.5.2,59268,221.5.100.174,2011,198.18.0.1,59267,198.18.0.35,443,71,20369,74,26.665197,29.676405000000003,21,clients6.google.com,192.168.5.2,59268,221.5.100.174,2011,77,33903,71,26.663686,29.713092000000003,21,upload
605,198.18.0.1,59269,198.18.0.37,443,192.168.5.2,59272,221.5.100.174,2011,198.18.0.1,59269,198.18.0.37,443,45,26261,75,26.720266,0.104457,3,drivefrontend-pa.clients6.google.com,192.168.5.2,59272,221.5.100.174,2011,29,18997,73,26.719102,0.143737999999999,4,upload
606,198.18.0.1,59270,198.18.0.37,443,192.168.5.2,59271,221.5.100.174,2011,198.18.0.1,59270,198.18.0.37,443,112,32196,76,26.720511,29.623231,26,drivefrontend-pa.clients6.google.com,192.168.5.2,59271,221.5.100.174,2011,105,46635,72,26.719098,29.661088000000003,24,upload
607,198.18.0.1,59273,198.18.0.37,443,192.168.5.2,59274,221.5.100.174,2011,198.18.0.1,59273,198.18.0.37,443,10,2346,77,26.75108,0.0737659999999991,1,drivefrontend-pa.clients6.google.com,192.168.5.2,59274,221.5.100.174,2011,23,16064,74,26.750911,0.0949410000000021,2,upload
608,198.18.0.1,59277,198.18.0.40,443,192.168.5.2,59278,221.5.100.174,2011,198.18.0.1,59277,198.18.0.40,443,53,24526,79,26.942674,29.401622,9,waa-pa.clients6.google.com,192.168.5.2,59278,221.5.100.174,2011,45,26064,76,26.941203,29.440068,9,upload
609,198.18.0.1,59279,198.18.0.35,443,192.168.5.2,59280,221.5.100.174,2011,198.18.0.1,59279,198.18.0.35,443,26840,22527699,80,27.012848,29.330466999999995,237,clients6.google.com,192.168.5.2,59280,221.5.100.174,2011,23041,22784538,77,27.010793,29.370387,239,upload
610,198.18.0.1,59281,198.18.0.37,443,192.168.5.2,59282,221.5.100.174,2011,198.18.0.1,59281,198.18.0.37,443,251,144073,81,27.067774,29.276274,43,drivefrontend-pa.clients6.google.com,192.168.5.2,59282,221.5.100.174,2011,293,167809,78,27.066058,29.315273,43,upload
611,198.18.0.1,59283,198.18.0.40,443,192.168.5.2,59284,221.5.100.174,2011,198.18.0.1,59283,198.18.0.40,443,111,71415,82,27.102781,29.24136,9,waa-pa.clients6.google.com,192.168.5.2,59284,221.5.100.174,2011,74,54482,79,27.103295,29.276932,9,upload
612,198.18.0.1,59287,198.18.0.11,443,192.168.5.2,59288,221.5.100.174,2011,198.18.0.1,59287,198.18.0.11,443,87,53068,84,27.231623,29.113115,11,www.google.com,192.168.5.2,59288,221.5.100.174,2011,68,44536,81,27.231479,29.148913,11,upload
613,198.18.0.1,59289,198.18.0.42,443,192.168.5.2,59290,221.5.100.174,2011,198.18.0.1,59289,198.18.0.42,443,52,24015,85,27.692201,28.652321,9,people-pa.clients6.google.com,192.168.5.2,59290,221.5.100.174,2011,51,30811,82,27.690616,28.690619,9,upload
614,198.18.0.1,59291,198.18.0.43,443,192.168.5.2,59292,221.5.100.174,2011,198.18.0.1,59291,198.18.0.43,443,51,23387,86,27.983742,28.359099,7,addons-pa.clients6.google.com,192.168.5.2,59292,221.5.100.174,2011,40,21497,83,27.982428,28.395578,7,upload
615,198.18.0.1,59295,198.18.0.43,443,192.168.5.2,59296,221.5.100.174,2011,198.18.0.1,59295,198.18.0.43,443,50,24263,88,28.297675,28.046176,7,addons-pa.clients6.google.com,192.168.5.2,59296,221.5.100.174,2011,49,25877,85,28.295747,28.084459000000003,7,upload
616,198.18.0.1,59297,198.18.0.34,443,192.168.5.2,59298,221.5.100.174,2011,198.18.0.1,59297,198.18.0.34,443,36,14149,89,28.707994,27.635431000000004,7,fonts.gstatic.com,192.168.5.2,59298,221.5.100.174,2011,36,18058,86,28.706484,27.672048,7,upload
617,198.18.0.1,59301,198.18.0.32,443,192.168.5.2,59302,221.5.100.174,2011,198.18.0.1,59301,198.18.0.32,443,34,14304,91,30.80279,25.538665,7,ssl.gstatic.com,192.168.5.2,59302,221.5.100.174,2011,33,18818,88,30.801714,25.578346,7,upload
618,198.18.0.1,59305,198.18.0.44,443,192.168.5.2,59306,221.5.100.174,2011,198.18.0.1,59305,198.18.0.44,443,66,39298,93,31.018201,25.326658,7,ogs.google.com,192.168.5.2,59306,221.5.100.174,2011,65,41332,90,31.017081,25.363272,7,upload
619,198.18.0.1,59307,198.18.0.46,443,192.168.5.2,59308,221.5.100.174,2011,198.18.0.1,59307,198.18.0.46,443,280,202423,94,31.02521,25.319789,13,docs.google.com,192.168.5.2,59308,221.5.100.174,2011,167,137805,91,31.023915,25.357244,13,upload
620,198.18.0.1,59309,198.18.0.47,443,192.168.5.2,59310,221.5.100.174,2011,198.18.0.1,59309,198.18.0.47,443,864,679238,95,31.077615,25.266838,15,contacts.google.com,192.168.5.2,59310,221.5.100.174,2011,398,379630,92,31.076497,25.303789,15,upload
621,198.18.0.1,59316,198.18.0.48,443,192.168.5.2,59317,221.5.100.174,2011,198.18.0.1,59316,198.18.0.48,443,70,26610,97,31.718215,24.623726,13,signaler-pa.clients6.google.com,192.168.5.2,59317,221.5.100.174,2011,61,30245,94,31.716547,24.660208000000004,13,upload
622,198.18.0.1,59318,198.18.0.48,443,192.168.5.2,59319,221.5.100.174,2011,198.18.0.1,59318,198.18.0.48,443,74,30165,98,31.994189,24.350718,11,signaler-pa.clients6.google.com,192.168.5.2,59319,221.5.100.174,2011,67,35941,95,31.992498,24.387874,11,upload
623,198.18.0.1,59320,198.18.0.86,443,192.168.5.2,59321,221.5.100.174,2011,198.18.0.1,59320,198.18.0.86,443,54,24968,99,40.853746,15.490184999999997,9,drive-thirdparty.googleusercontent.com,192.168.5.2,59321,221.5.100.174,2011,41,26216,96,40.852698,15.527548000000005,9,upload
624,198.18.0.1,60076,198.18.0.9,443,192.168.5.2,60077,103.166.52.49,2011,198.18.0.1,60076,198.18.0.9,443,35,14428,3,1.458143,4.74863,7,clientservices.googleapis.com,192.168.5.2,60077,103.166.52.49,2011,32,17502,2,1.46028,4.785586,7,upload
625,198.18.0.1,60082,198.18.0.11,443,192.168.5.2,60108,103.166.52.49,2011,198.18.0.1,60082,198.18.0.11,443,34,11679,5,3.48702,2.722106,7,www.google.com,192.168.5.2,60108,103.166.52.49,2011,34,17226,15,3.557418,2.693138,7,upload
626,198.18.0.1,60116,198.18.0.16,443,192.168.5.2,60117,103.166.52.49,2011,198.18.0.1,60116,198.18.0.16,443,39,15231,17,3.702828,2.506156,7,www.googleapis.com,192.168.5.2,60117,103.166.52.49,2011,32,17607,18,3.716408,2.534184,7,upload
627,198.18.0.1,60118,198.18.0.10,443,192.168.5.2,60119,103.166.52.49,2011,198.18.0.1,60118,198.18.0.10,443,38,15410,18,3.79867,2.410161,7,accounts.google.com,192.168.5.2,60119,103.166.52.49,2011,37,18033,19,3.800463,2.449512,7,upload
628,198.18.0.1,60128,198.18.0.10,443,192.168.5.2,60129,103.166.52.49,2011,198.18.0.1,60128,198.18.0.10,443,37,15633,26,4.274054,1.9349730000000005,7,accounts.google.com,192.168.5.2,60129,103.166.52.49,2011,34,18408,24,4.275479,1.9730490000000005,7,upload
629,198.18.0.1,60136,198.18.0.23,5228,192.168.5.2,60137,103.166.52.49,2011,198.18.0.1,60136,198.18.0.23,5228,42,15918,36,6.24547,62.476975,4,mtalk.google.com,192.168.5.2,60137,103.166.52.49,2011,37,15607,27,6.246959,62.51421499999999,4,upload
630,198.18.0.1,60138,198.18.0.21,443,192.168.5.2,60140,103.166.52.49,2011,198.18.0.1,60138,198.18.0.21,443,52,18739,37,6.466817,62.281771,7,clients2.google.com,192.168.5.2,60140,103.166.52.49,2011,47,20286,28,6.468252,62.318595,7,upload
631,198.18.0.1,60139,198.18.0.22,443,192.168.5.2,60141,103.166.52.49,2011,198.18.0.1,60139,198.18.0.22,443,53,20199,38,6.467138,62.281408000000006,7,update.googleapis.com,192.168.5.2,60141,103.166.52.49,2011,50,21944,29,6.468345,62.319583,7,upload
632,198.18.0.1,60142,198.18.0.24,443,192.168.5.2,60143,103.166.52.49,2011,198.18.0.1,60142,198.18.0.24,443,62,19646,39,6.559632,62.189809,9,android.clients.google.com,192.168.5.2,60143,103.166.52.49,2011,51,23948,30,6.561465,62.226444,9,upload
633,198.18.0.1,60144,198.18.0.27,443,192.168.5.2,60145,103.166.52.49,2011,198.18.0.1,60144,198.18.0.27,443,169,88250,44,10.450924,58.299165,25,optimizationguide-pa.googleapis.com,192.168.5.2,60145,103.166.52.49,2011,130,84315,32,10.453003,58.34506199999999,25,upload
634,198.18.0.1,60148,198.18.0.28,443,192.168.5.2,60149,103.166.52.49,2011,198.18.0.1,60148,198.18.0.28,443,7733,6065138,46,10.455665,58.294087000000005,97,drive.google.com,192.168.5.2,60149,103.166.52.49,2011,3138,3125994,34,10.45706,58.33188200000001,93,upload
635,198.18.0.1,60146,198.18.0.28,443,192.168.5.2,60147,103.166.52.49,2011,198.18.0.1,60146,198.18.0.28,443,35,16037,45,10.453499,58.298785,4,drive.google.com,192.168.5.2,60147,103.166.52.49,2011,32,15394,33,10.455143,58.339553,4,upload
636,198.18.0.1,60150,198.18.0.10,443,192.168.5.2,60151,103.166.52.49,2011,198.18.0.1,60150,198.18.0.10,443,2306,1710445,47,10.908486,57.841094,31,accounts.google.com,192.168.5.2,60151,103.166.52.49,2011,906,945752,35,10.909766,57.878220000000006,31,upload
637,198.18.0.1,60152,198.18.0.33,443,192.168.5.2,60153,103.166.52.49,2011,198.18.0.1,60152,198.18.0.33,443,128,84285,48,11.489209,57.259542,9,lh3.googleusercontent.com,192.168.5.2,60153,103.166.52.49,2011,88,66628,36,11.490779,57.29733999999999,9,upload
638,198.18.0.1,60154,198.18.0.34,443,192.168.5.2,60155,103.166.52.49,2011,198.18.0.1,60154,198.18.0.34,443,317,225030,49,11.510978,57.238382,15,fonts.gstatic.com,192.168.5.2,60155,103.166.52.49,2011,177,148546,37,11.5129,57.281959,15,upload
639,198.18.0.1,60156,198.18.0.32,443,192.168.5.2,60157,103.166.52.49,2011,198.18.0.1,60156,198.18.0.32,443,641,454357,50,11.526276,57.223586,47,ssl.gstatic.com,192.168.5.2,60157,103.166.52.49,2011,388,322546,38,11.527719,57.26127400000001,49,upload
640,198.18.0.1,60164,198.18.0.11,443,192.168.5.2,60165,103.166.52.49,2011,198.18.0.1,60164,198.18.0.11,443,105,56342,53,12.436691,56.311823,13,www.google.com,192.168.5.2,60165,103.166.52.49,2011,79,45735,41,12.438699,56.36015999999999,13,upload
641,198.18.0.1,60166,198.18.0.19,443,192.168.5.2,60167,103.166.52.49,2011,198.18.0.1,60166,198.18.0.19,443,51,20481,54,14.400155,54.349161,7,clients4.google.com,192.168.5.2,60167,103.166.52.49,2011,43,20850,42,14.402334,54.385613000000006,7,upload
642,198.18.0.1,60169,198.18.0.41,443,192.168.5.2,60171,103.166.52.49,2011,198.18.0.1,60169,198.18.0.41,443,339,182317,56,14.433286,54.317356,51,play.google.com,192.168.5.2,60171,103.166.52.49,2011,361,216196,43,14.435245,54.365345,51,upload
643,198.18.0.1,60168,198.18.0.41,443,192.168.5.2,60170,103.166.52.49,2011,198.18.0.1,60168,198.18.0.41,443,10,2357,55,14.433081,0.0989740000000001,1,play.google.com,192.168.5.2,60170,103.166.52.49,2011,18,11747,44,14.435251,0.1025550000000006,2,upload
644,198.18.0.1,60173,198.18.0.30,443,192.168.5.2,60175,103.166.52.49,2011,198.18.0.1,60173,198.18.0.30,443,337,252056,58,14.514805,54.234322000000006,9,apis.google.com,192.168.5.2,60175,103.166.52.49,2011,168,147667,46,14.516204,54.27847299999999,9,upload
645,198.18.0.1,60180,198.18.0.36,443,192.168.5.2,60181,103.166.52.49,2011,198.18.0.1,60180,198.18.0.36,443,890,657908,61,15.092589,53.657741,37,www.gstatic.com,192.168.5.2,60181,103.166.52.49,2011,448,414748,49,15.094194,53.700607000000005,37,upload
646,198.18.0.1,60182,198.18.0.37,443,192.168.5.2,60185,103.166.52.49,2011,198.18.0.1,60182,198.18.0.37,443,128,35256,62,15.12959,53.619465,34,drivefrontend-pa.clients6.google.com,192.168.5.2,60185,103.166.52.49,2011,121,53388,51,15.131503,53.656596,34,upload
647,198.18.0.1,60183,198.18.0.37,443,192.168.5.2,60184,103.166.52.49,2011,198.18.0.1,60183,198.18.0.37,443,35,21264,63,15.129712,0.1029689999999998,3,drivefrontend-pa.clients6.google.com,192.168.5.2,60184,103.166.52.49,2011,25,16587,50,15.131491,0.1459189999999992,3,upload
648,198.18.0.1,60186,198.18.0.37,443,192.168.5.2,60187,103.166.52.49,2011,198.18.0.1,60186,198.18.0.37,443,10,2346,64,15.155014,0.0778189999999998,1,drivefrontend-pa.clients6.google.com,192.168.5.2,60187,103.166.52.49,2011,22,15935,52,15.158074,0.0954360000000011,2,upload
649,198.18.0.1,60189,198.18.0.36,443,192.168.5.2,60190,103.166.52.49,2011,198.18.0.1,60189,198.18.0.36,443,10,2261,66,15.184774,0.0427629999999989,1,www.gstatic.com,192.168.5.2,60190,103.166.52.49,2011,15,5064,54,15.186661,0.0935089999999991,1,upload
650,198.18.0.1,60188,198.18.0.36,443,192.168.5.2,60191,103.166.52.49,2011,198.18.0.1,60188,198.18.0.36,443,11,2409,65,15.184602,0.0429600000000007,1,www.gstatic.com,192.168.5.2,60191,103.166.52.49,2011,15,4700,53,15.186659,0.0935469999999991,1,upload
651,198.18.0.1,60192,198.18.0.38,443,192.168.5.2,60193,103.166.52.49,2011,198.18.0.1,60192,198.18.0.38,443,71,20843,67,15.212712,53.537802,17,content-autofill.googleapis.com,192.168.5.2,60193,103.166.52.49,2011,65,31433,55,15.214356,53.586255,17,upload
652,198.18.0.1,60194,198.18.0.35,443,192.168.5.2,60195,103.166.52.49,2011,198.18.0.1,60194,198.18.0.35,443,51,19099,68,15.308815,53.44192700000001,8,clients6.google.com,192.168.5.2,60195,103.166.52.49,2011,44,20657,56,15.310546,53.49008499999999,8,upload
653,198.18.0.1,60198,198.18.0.40,443,192.168.5.2,60199,103.166.52.49,2011,198.18.0.1,60198,198.18.0.40,443,61,25029,70,15.37513,53.37608300000001,9,waa-pa.clients6.google.com,192.168.5.2,60199,103.166.52.49,2011,49,24109,58,15.37683,53.417937,9,upload
654,198.18.0.1,60196,198.18.0.39,443,192.168.5.2,60197,103.166.52.49,2011,198.18.0.1,60196,198.18.0.39,443,56,21693,69,15.373471,53.37788799999999,7,ogads-pa.clients6.google.com,192.168.5.2,60197,103.166.52.49,2011,44,21975,57,15.375041,53.42560900000001,7,upload
655,198.18.0.1,60200,198.18.0.37,443,192.168.5.2,60201,103.166.52.49,2011,198.18.0.1,60200,198.18.0.37,443,274,144185,71,15.778496,52.971976,43,drivefrontend-pa.clients6.google.com,192.168.5.2,60201,103.166.52.49,2011,275,160922,59,15.78235,53.006626,41,upload
656,198.18.0.1,60202,198.18.0.40,443,192.168.5.2,60203,103.166.52.49,2011,198.18.0.1,60202,198.18.0.40,443,118,69946,72,15.847098,52.902135,9,waa-pa.clients6.google.com,192.168.5.2,60203,103.166.52.49,2011,78,54987,60,15.849192,52.945557,9,upload
657,198.18.0.1,60204,198.18.0.39,443,192.168.5.2,60205,103.166.52.49,2011,198.18.0.1,60204,198.18.0.39,443,62,26258,73,15.862023,52.88859,7,ogads-pa.clients6.google.com,192.168.5.2,60205,103.166.52.49,2011,51,29320,61,15.863937,52.930776,7,upload
658,198.18.0.1,60206,198.18.0.35,443,192.168.5.2,60207,103.166.52.49,2011,198.18.0.1,60206,198.18.0.35,443,810,612949,74,15.953792,52.796156,9,clients6.google.com,192.168.5.2,60207,103.166.52.49,2011,352,328872,62,15.955679,52.833243,9,upload
659,198.18.0.1,60176,198.18.0.86,443,192.168.5.2,60177,103.166.52.49,2011,198.18.0.1,60176,198.18.0.86,443,43,17130,59,15.078737,53.672403,7,drive-thirdparty.googleusercontent.com,192.168.5.2,60177,103.166.52.49,2011,47,22625,47,15.080446,53.720115,7,upload
660,198.18.0.1,60178,198.18.0.35,443,192.168.5.2,60179,103.166.52.49,2011,198.18.0.1,60178,198.18.0.35,443,10,2265,60,15.082112,1.043391999999999,1,clients6.google.com,192.168.5.2,60179,103.166.52.49,2011,16,4768,48,15.083728,1.0916099999999993,1,upload
661,198.18.0.1,60208,198.18.0.42,443,192.168.5.2,60209,103.166.52.49,2011,198.18.0.1,60208,198.18.0.42,443,70,31116,75,16.387236,52.36295799999999,9,people-pa.clients6.google.com,192.168.5.2,60209,103.166.52.49,2011,57,31278,63,16.389007,52.40577700000001,9,upload
662,198.18.0.1,60210,198.18.0.43,443,192.168.5.2,60211,103.166.52.49,2011,198.18.0.1,60210,198.18.0.43,443,44,17116,76,16.562537,52.18713400000001,7,addons-pa.clients6.google.com,192.168.5.2,60211,103.166.52.49,2011,41,21434,64,16.564662,52.230285,7,upload
663,198.18.0.1,60212,198.18.0.41,443,192.168.5.2,60213,103.166.52.49,2011,198.18.0.1,60212,198.18.0.41,443,63,18938,77,16.674893,52.076183,10,play.google.com,192.168.5.2,60213,103.166.52.49,2011,56,23427,65,16.676695,52.123993,10,upload
664,198.18.0.1,60214,198.18.0.43,443,192.168.5.2,60215,103.166.52.49,2011,198.18.0.1,60214,198.18.0.43,443,58,24330,78,17.182488,51.567941,7,addons-pa.clients6.google.com,192.168.5.2,60215,103.166.52.49,2011,51,26812,66,17.184277,51.610454,7,upload
665,198.18.0.1,60216,198.18.0.34,443,192.168.5.2,60217,103.166.52.49,2011,198.18.0.1,60216,198.18.0.34,443,40,14311,79,17.878751,50.871507,7,fonts.gstatic.com,192.168.5.2,60217,103.166.52.49,2011,36,15058,67,17.88033,50.908629000000005,7,upload
666,198.18.0.1,60219,198.18.0.44,443,192.168.5.2,60220,103.166.52.49,2011,198.18.0.1,60219,198.18.0.44,443,88,44868,80,19.38804,49.362758,7,ogs.google.com,192.168.5.2,60220,103.166.52.49,2011,67,42659,68,19.389571,49.411098,7,upload
667,198.18.0.1,60221,198.18.0.32,443,192.168.5.2,60222,103.166.52.49,2011,198.18.0.1,60221,198.18.0.32,443,40,14685,81,19.500876,49.24998199999999,7,ssl.gstatic.com,192.168.5.2,60222,103.166.52.49,2011,35,15910,69,19.502894,49.29176100000001,7,upload
668,198.18.0.1,60223,198.18.0.45,443,192.168.5.2,60224,103.166.52.49,2011,198.18.0.1,60223,198.18.0.45,443,79,36000,82,19.591157,49.159779,9,youtube.googleapis.com,192.168.5.2,60224,103.166.52.49,2011,54,29410,70,19.593207,49.199811,9,upload
669,198.18.0.1,60225,198.18.0.46,443,192.168.5.2,60226,103.166.52.49,2011,198.18.0.1,60225,198.18.0.46,443,261,190894,83,19.670701,49.078185,15,docs.google.com,192.168.5.2,60226,103.166.52.49,2011,166,137863,71,19.672721,49.126413,15,upload
670,198.18.0.1,60227,198.18.0.47,443,192.168.5.2,60228,103.166.52.49,2011,198.18.0.1,60227,198.18.0.47,443,748,610912,84,19.937769,48.811026,13,contacts.google.com,192.168.5.2,60228,103.166.52.49,2011,393,376693,72,19.939576,48.848309,13,upload
671,198.18.0.1,60229,198.18.0.48,443,192.168.5.2,60230,103.166.52.49,2011,198.18.0.1,60229,198.18.0.48,443,67,19791,85,20.251818,48.496831,13,signaler-pa.clients6.google.com,192.168.5.2,60230,103.166.52.49,2011,63,28519,73,20.253731,48.534235,13,upload
672,198.18.0.1,60231,198.18.0.48,443,192.168.5.2,60232,103.166.52.49,2011,198.18.0.1,60231,198.18.0.48,443,85,30765,86,20.822633,47.928358,13,signaler-pa.clients6.google.com,192.168.5.2,60232,103.166.52.49,2011,72,35305,74,20.82481,47.96981100000001,13,upload
673,198.18.0.1,60263,198.18.0.9,443,192.168.5.2,60264,103.166.52.49,2011,198.18.0.1,60263,198.18.0.9,443,49,15329,95,61.147807,7.6082329999999985,13,clientservices.googleapis.com,192.168.5.2,60264,103.166.52.49,2011,55,25405,86,61.149459,7.645429,13,upload
674,198.18.0.1,60265,198.18.0.22,443,192.168.5.2,60266,120.232.217.159,2011,198.18.0.1,60265,198.18.0.22,443,50,25645,96,61.379631,7.376485000000002,7,update.googleapis.com,192.168.5.2,60266,120.232.217.159,2011,53,28976,87,61.381279,7.410836999999994,7,upload
675,198.18.0.1,60271,198.18.0.19,443,192.168.5.2,60272,120.232.217.159,2011,198.18.0.1,60271,198.18.0.19,443,42,20557,98,62.699789,6.056227999999997,7,clients4.google.com,192.168.5.2,60272,120.232.217.159,2011,40,22261,89,62.701554,6.093429999999998,7,upload
676,198.18.0.1,60367,198.18.0.9,443,192.168.5.2,60368,221.5.100.174,2011,198.18.0.1,60367,198.18.0.9,443,39,14702,6,1.668415,4.412607,7,clientservices.googleapis.com,192.168.5.2,60368,221.5.100.174,2011,38,19246,4,1.454852,4.447638,7,upload
677,198.18.0.1,60370,198.18.0.10,443,192.168.5.2,60382,221.5.100.174,2011,198.18.0.1,60370,198.18.0.10,443,30,12479,10,3.383931,2.6999150000000003,7,accounts.google.com,192.168.5.2,60382,221.5.100.174,2011,30,16660,10,3.172649,2.732908,7,upload
678,198.18.0.1,60373,198.18.0.11,443,192.168.5.2,60381,221.5.100.174,2011,198.18.0.1,60373,198.18.0.11,443,36,14275,13,3.385295,2.698284,7,www.google.com,192.168.5.2,60381,221.5.100.174,2011,36,17125,9,3.172649,2.73194,7,upload
679,198.18.0.1,60400,198.18.0.16,443,192.168.5.2,60401,221.5.100.174,2011,198.18.0.1,60400,198.18.0.16,443,39,15225,21,3.507853,2.575801,7,www.googleapis.com,192.168.5.2,60401,221.5.100.174,2011,35,18808,19,3.29384,2.610573,7,upload
680,198.18.0.1,60402,198.18.0.10,443,192.168.5.2,60403,221.5.100.174,2011,198.18.0.1,60402,198.18.0.10,443,41,15825,22,3.588363,2.495658,7,accounts.google.com,192.168.5.2,60403,221.5.100.174,2011,34,19787,20,3.378087,2.528079,7,upload
681,198.18.0.1,60417,198.18.0.22,443,192.168.5.2,60421,221.5.100.174,2011,198.18.0.1,60417,198.18.0.22,443,10,2267,37,6.034426,0.0483359999999999,1,update.googleapis.com,192.168.5.2,60421,221.5.100.174,2011,16,4748,26,5.820414,0.0839660000000002,1,upload
682,198.18.0.1,60416,198.18.0.21,443,192.168.5.2,60418,221.5.100.174,2011,198.18.0.1,60416,198.18.0.21,443,10,2329,36,6.033371,0.0492990000000004,1,clients2.google.com,192.168.5.2,60418,221.5.100.174,2011,16,4156,25,5.820159,0.0862199999999999,1,upload
683,198.18.0.1,60422,198.18.0.21,443,192.168.5.2,60425,221.5.100.174,2011,198.18.0.1,60422,198.18.0.21,443,10,2265,38,6.082987,0.0902229999999999,1,clients2.google.com,192.168.5.2,60425,221.5.100.174,2011,21,12469,28,5.868318,0.0950479999999993,2,upload
684,198.18.0.1,60423,198.18.0.22,443,192.168.5.2,60424,221.5.100.174,2011,198.18.0.1,60423,198.18.0.22,443,10,2363,39,6.08314,0.0900340000000001,1,update.googleapis.com,192.168.5.2,60424,221.5.100.174,2011,20,10688,27,5.868309,0.0979049999999999,2,upload
685,198.18.0.1,60427,198.18.0.24,443,192.168.5.2,60429,221.5.100.174,2011,198.18.0.1,60427,198.18.0.24,443,10,2304,41,6.123854,0.0493430000000003,1,android.clients.google.com,192.168.5.2,60429,221.5.100.174,2011,14,3813,30,5.909155,0.0859459999999998,1,upload
686,198.18.0.1,60426,198.18.0.23,5228,192.168.5.2,60428,221.5.100.174,2011,198.18.0.1,60426,198.18.0.23,5228,38,15693,40,6.123671,32.170313,4,mtalk.google.com,192.168.5.2,60428,221.5.100.174,2011,33,15819,29,5.908245,32.205642,4,upload
687,198.18.0.1,60432,198.18.0.22,443,192.168.5.2,60435,221.5.100.174,2011,198.18.0.1,60432,198.18.0.22,443,47,19839,44,6.173609,32.144888,7,update.googleapis.com,192.168.5.2,60435,221.5.100.174,2011,42,21059,33,5.959185,32.181274,7,upload
688,198.18.0.1,60431,198.18.0.21,443,192.168.5.2,60434,221.5.100.174,2011,198.18.0.1,60431,198.18.0.21,443,48,18544,43,6.173443,32.14415,7,clients2.google.com,192.168.5.2,60434,221.5.100.174,2011,41,21565,32,5.958436,32.182045,7,upload
689,198.18.0.1,60430,198.18.0.24,443,192.168.5.2,60433,221.5.100.174,2011,198.18.0.1,60430,198.18.0.24,443,51,18739,42,6.173254,32.144205,9,android.clients.google.com,192.168.5.2,60433,221.5.100.174,2011,44,22588,31,5.958312,32.181541,9,upload
690,198.18.0.1,60436,198.18.0.27,443,192.168.5.2,60437,221.5.100.174,2011,198.18.0.1,60436,198.18.0.27,443,184,93027,45,6.831081,31.486351,33,optimizationguide-pa.googleapis.com,192.168.5.2,60437,221.5.100.174,2011,145,91956,34,6.616455,31.522039,33,upload
691,198.18.0.1,60438,198.18.0.28,443,192.168.5.2,60439,221.5.100.174,2011,198.18.0.1,60438,198.18.0.28,443,27,14668,46,6.833633,0.1024130000000003,3,drive.google.com,192.168.5.2,60439,221.5.100.174,2011,25,13841,35,6.618378,0.1419040000000002,3,upload
692,198.18.0.1,60440,198.18.0.28,443,192.168.5.2,60441,221.5.100.174,2011,198.18.0.1,60440,198.18.0.28,443,7651,6023185,47,6.836315,31.480983,99,drive.google.com,192.168.5.2,60441,221.5.100.174,2011,3044,3163711,36,6.621759,31.516801,103,upload
693,198.18.0.1,60442,198.18.0.10,443,192.168.5.2,60443,221.5.100.174,2011,198.18.0.1,60442,198.18.0.10,443,2980,2172553,48,7.319333,30.998545,49,accounts.google.com,192.168.5.2,60443,221.5.100.174,2011,1151,1156096,37,7.104088,31.035674,49,upload
694,198.18.0.1,60444,198.18.0.33,443,192.168.5.2,60445,221.5.100.174,2011,198.18.0.1,60444,198.18.0.33,443,190,131965,49,7.902585,30.41468,15,lh3.googleusercontent.com,192.168.5.2,60445,221.5.100.174,2011,132,104341,38,7.687501,30.45319,15,upload
